listings_x,price_sum_x,price_mean_x,price_median,price_std_x,lq_x,uq_x,listings_y,price_sum_y,price_mean_y,price_std_y,lq_y,uq_y,change_listings,change_price_sum,change_price_mean,change_price_std,change_lq,change_uq,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,latitude,longitude,geometry,medianincome,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021,house_price_change_16to21,deprivation,gent
3,356,118.6666667,70,115.0014493,53,160,4,443,110.75,50.06911889,88.25,133.5,-1,-87,7.92,19.93,26.75,-80.5,E01001224,Ealing 019B,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,1616,1609,7,67.6,570,2.8,516724.4716,181382.1311,POINT (516724.4716 181382.1311),50070,1142500,1396250,253750,8,0.46
13,998,76.76923077,55,41.93477842,50,113,10,891,89.1,46.43382388,53.25,110.75,3,107,-12.33,8.57,-11.32,-60.75,E01001225,Ealing 020C,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1790,1772,18,76.4,807,2.2,517829.9098,181261.7352,POINT (517829.9098 181261.7352),46100,802000,584000,-218000,4,0.55
9,473,52.55555556,41,28.33333333,35,65,4,241,60.25,15.62849961,48.5,72.25,5,232,-7.69,25.37,-20.17,-37.25,E01001226,Ealing 019C,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,1535,1491,44,67,668,2.2,517399.1574,181470.8216,POINT (517399.1574 181470.8216),44780,650000,587500,-62500,7,0.56
5,767,153.4,100,124.415835,50,259,8,577,72.125,29.98779514,49,102.5,-3,190,81.28,70.01,75.42,-52.5,E01001227,Ealing 019D,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,1514,1490,24,87.6,602,2.5,517004.0769,181198.7011,POINT (517004.0769 181198.7011),48830,505000,695000,190000,8,0.5
18,2107,117.0555556,78,139.6666082,52.25,117.5,18,1554,86.33333333,35.60733566,58.5,98,0,553,30.72,42.39,81.17,-45.75,E01001228,Ealing 019E,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,1812,1680,132,68.1,792,2.1,517221.9485,180939.364,POINT (517221.9485 180939.364),44170,510000,1356500,846500,7,0.53
12,545,45.41666667,40,13.95094219,35,55.75,6,507,84.5,41.8126775,55.25,106,6,38,-39.08,-1.81,-41.3,-71,E01001229,Ealing 031A,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,1522,1522,0,74.7,597,2.5,518103.3397,179501.0924,POINT (518103.3397 179501.0924),36630,499950,450000,-49950,3,0.45
10,1275,127.5,47.5,205.6524847,43.5,68.5,6,460,76.66666667,31.90402273,56.5,100.75,4,815,50.83,15.6,149.15,-57.25,E01001230,Ealing 031B,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,1488,1372,116,77.8,629,2.2,517907.403,179941.1031,POINT (517907.403 179941.1031),46020,900000,840000,-60000,5,0.57
11,840,76.36363636,30,68.26312728,24,147.5,14,731,52.21428571,24.14118272,35.75,54.75,-3,109,24.15,5.86,32.51,-30.75,E01001231,Ealing 027A,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,1866,1866,0,46.4,696,2.7,518950.8497,179709.1029,POINT (518950.8497 179709.1029),43980,495000,515000,20000,7,0.51
3,170,56.66666667,37,37.58102358,35,68.5,4,436,109,138.0289825,38,112,-1,-266,-52.33,-101.03,-0.42,-77,E01001232,Ealing 031C,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,1538,1538,0,71.3,612,2.5,518500.6861,179788.7611,POINT (518500.6861 179788.7611),41180,485000,597500,112500,4,0.48
12,1076,89.66666667,80,58.85009204,45.75,114.5,8,831,103.875,111.6287693,42.5,103.5,4,245,-14.21,-31.63,16.35,-57.75,E01001233,Ealing 031D,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,1424,1424,0,83.5,599,2.4,517785.8906,179383.0943,POINT (517785.8906 179383.0943),40850,710000,682500,-27500,4,0.53
6,1313,218.8333333,94.5,335.2070504,75.25,117.5,8,1002,125.25,65.65657404,81,158,-2,311,93.58,28.84,254.21,-82.75,E01001234,Ealing 027B,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,1401,1391,10,45.8,640,2.2,518703.2844,180495.9856,POINT (518703.2844 180495.9856),41880,600000,1665000,1065000,4,0.57
17,1146,67.41176471,43,56.92874804,35,60,10,989,98.9,59.46324729,48.25,131,7,157,-31.49,-16.46,8.68,-96,E01001235,Ealing 020D,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1597,1487,110,58.2,691,2.2,518407.5522,180808.5203,POINT (518407.5522 180808.5203),45720,675000,580000,-95000,7,0.65
17,2176,128,145,59.42958018,70,190,9,1461,162.3333333,172.2193369,63,158,8,715,-34.33,-27.22,-3.57,-88,E01001236,Ealing 020E,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1590,1587,3,113.5,741,2.1,517968.7043,180384.4975,POINT (517968.7043 180384.4975),43960,560000,637500,77500,6,0.57
9,1310,145.5555556,85,174.6919511,59,92,12,947,78.91666667,57.6800869,47,79.25,-3,363,66.64,27.32,127.69,-20.25,E01001237,Ealing 031E,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,1593,1476,117,67.5,652,2.3,518277.3013,180139.0113,POINT (518277.3013 180139.0113),46340,616225,646000,29775,6,0.53
57,4591,80.54385965,66,55.26173766,50,80,42,3640,86.66666667,64.75419439,50,82,15,951,-6.12,1.25,5.26,-32,E01001238,Ealing 015B,E02000252,Ealing 015,E09000009,Ealing,E12000007,London,2868,2868,0,69.7,1236,2.3,520759.8323,181631.7173,POINT (520759.8323 181631.7173),32330,317500,410000,92500,4,0.59
9,888,98.66666667,60,144.3952908,35,70,8,499,62.375,19.30904673,49.5,70.75,1,389,36.29,40.69,94.9,-35.75,E01001240,Ealing 024A,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,1615,1615,0,82.3,512,3.2,521369.3314,181261.1286,POINT (521369.3314 181261.1286),33120,630000,620000,-10000,5,0.5
23,1554,67.56521739,39,86.79014716,30.5,52.5,13,1208,92.92307692,58.62943166,57,101,10,346,-25.36,-19.63,29.79,-70.5,E01001241,Ealing 024B,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,1501,1501,0,42.5,503,3,521144.501,180658.2476,POINT (521144.501 180658.2476),33730,274975,465000,190025,4,0.52
13,1712,131.6923077,47,205.5380681,32,70,5,576,115.2,113.7264261,63,89,8,1136,16.49,-66.73,142.54,-57,E01001242,Ealing 024C,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,1455,1441,14,69.8,524,2.8,520913.6133,180685.4554,POINT (520913.6133 180685.4554),35160,530000,780000,250000,3,0.44
19,3630,191.0526316,66,261.4545794,37.5,150,29,3228,111.3103448,110.9131267,50,107,-10,402,79.74,-44.91,211.45,-69.5,E01001243,Ealing 024D,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,1742,1742,0,78.5,649,2.7,521608.1651,180543.0336,POINT (521608.1651 180543.0336),32870,480500,318000,-162500,4,0.54
24,2189,91.20833333,80.5,59.54025249,53.75,96.25,15,1197,79.8,35.86721543,52.5,109.5,9,992,11.41,44.63,7.04,-55.75,E01001244,Ealing 024E,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,2539,2539,0,118.8,1099,2.3,521164.6301,180179.4942,POINT (521164.6301 180179.4942),32600,398000,355000,-43000,3,0.62
43,3396,78.97674419,70,43.70544718,40.5,110.5,16,1937,121.0625,74.39217589,62.75,178.5,27,1459,-42.09,-4.39,-19.04,-138,E01001245,Ealing 024F,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,1914,1914,0,172.7,823,2.3,521668.5004,180032.5682,POINT (521668.5004 180032.5682),37630,542500,670000,127500,6,0.66
22,1109,50.40909091,40,26.75934922,28.5,78.75,9,717,79.66666667,54.49541265,44,139,13,392,-29.26,-14.5,-17.24,-110.5,E01001247,Ealing 015E,E02000252,Ealing 015,E09000009,Ealing,E12000007,London,2170,2170,0,19.1,674,3.2,519899.7014,182125.4236,POINT (519899.7014 182125.4236),34760,645000,725000,80000,5,0.55
13,970,74.61538462,59,57.08259872,50,76,3,247,82.33333333,0.577350269,82,82.5,10,723,-7.72,58.42,-24.92,-32.5,E01001248,Ealing 035A,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,1592,1547,45,23.9,581,2.7,515749.3892,179149.6405,POINT (515749.3892 179149.6405),40370,582000,415000,-167000,6,0.54
12,1165,97.08333333,89.5,60.09909746,56.5,117,9,749,83.22222222,39.12089524,59,107,3,416,13.86,50.38,1.1,-50.5,E01001249,Ealing 028A,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,2370,2316,54,152.3,1025,2.3,516450.5916,180517.7227,POINT (516450.5916 180517.7227),34580,499950,632500,132550,2,0.59
5,415,83,70,63.50196847,45,95,5,424,84.8,38.31057295,76,114,0,-9,-1.8,31.69,-12.5,-69,E01001250,Ealing 028B,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,2041,2005,36,82.5,983,2,515981.6708,180378.5332,POINT (515981.6708 180378.5332),34810,425000,392500,-32500,2,0.56
6,610,101.6666667,100,40.20779361,85,130,3,231,77,44.23799272,58.5,101.5,3,379,24.67,55.76,-18.29,-16.5,E01001251,Ealing 030A,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,1654,1654,0,88.5,659,2.5,515370.7537,180348.7088,POINT (515370.7537 180348.7088),40510,725000,666250,-58750,5,0.62
12,983,81.91666667,80,48.76373155,43,102.5,11,800,72.72727273,48.05432532,41,88,1,183,9.19,31.95,7.76,-45,E01001252,Ealing 030B,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,1938,1938,0,100.1,768,2.5,515599.094,180044.0105,POINT (515599.094 180044.0105),37690,450000,590000,140000,4,0.59
12,971,80.91666667,58,59.14920784,29.5,130.5,5,334,66.8,34.63668575,44,101,7,637,14.12,23.36,15.15,-71.5,E01001253,Ealing 030C,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,1649,1646,3,101,670,2.5,515562.1253,179624.2665,POINT (515562.1253 179624.2665),40100,618500,578500,-40000,6,0.6
10,649,64.9,43.5,48.53280677,31.25,87.5,5,401,80.2,65.0399877,44,88,5,248,-15.3,-21.54,4.53,-56.75,E01001254,Ealing 030D,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,1685,1675,10,80.4,750,2.2,515207.8659,179815.7016,POINT (515207.8659 179815.7016),41740,602475,627500,25025,6,0.56
9,559,62.11111111,50,60.67628129,29,55,5,837,167.4,259.8120474,37,82,4,-278,-105.29,-209.81,23.68,-53,E01001255,Ealing 028C,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,1610,1603,7,90.8,608,2.6,516012.4828,179825.0809,POINT (516012.4828 179825.0809),42210,650000,715038,65038,7,0.57
2,150,75,75,35.35533906,62.5,87.5,1,63,63,0,63,63,1,87,12,75,-27.64,-0.5,E01001257,Ealing 008A,E02000245,Ealing 008,E09000009,Ealing,E12000007,London,1783,1783,0,108.2,659,2.7,512691.7026,182904.6715,POINT (512691.7026 182904.6715),27940,298000,253500,-44500,2,0.52
3,131,43.66666667,50,25.10644008,33,57.5,0,0,0,0,0,0,3,131,43.67,50,25.11,33,E01001259,Ealing 014B,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,1457,1457,0,55.8,510,2.9,513838.5779,182459.6895,POINT (513838.5779 182459.6895),33020,440000,392500,-47500,5,0.53
2,112,56,56,22.627417,48,64,0,0,0,0,0,0,2,112,56,56,22.63,48,E01001260,Ealing 012B,E02000249,Ealing 012,E09000009,Ealing,E12000007,London,1899,1899,0,70.8,660,2.9,514690.8541,182534.3692,POINT (514690.8541 182534.3692),33270,390000,450000,60000,5,0.48
5,276,55.2,35,44.24590377,30,60,1,12,12,0,12,12,4,264,43.2,35,32.25,18,E01001261,Ealing 012C,E02000249,Ealing 012,E09000009,Ealing,E12000007,London,2178,2135,43,50.7,758,2.8,514332.1156,182099.4986,POINT (514332.1156 182099.4986),32040,349950,397500,47550,4,0.56
3,96,32,25,12.12435565,25,35.5,3,114,38,10.39230485,32,41,0,-18,-6,14.61,-19.88,-16,E01001262,Ealing 010C,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,1592,1522,70,61.3,558,2.7,513324.8894,183150.7437,POINT (513324.8894 183150.7437),30860,291500,312000,20500,3,0.47
2,74,37,37,2.828427125,36,38,0,0,0,0,0,0,2,74,37,37,2.83,36,E01001264,Ealing 010E,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,1655,1655,0,54.5,612,2.7,513782.475,183150.6542,POINT (513782.475 183150.6542),31990,340000,429000,89000,4,0.49
2,62,31,31,0,31,31,2,145,72.5,21.92031022,64.75,80.25,0,-83,-41.5,9.08,-64.75,-49.25,E01001265,Ealing 006A,E02000243,Ealing 006,E09000009,Ealing,E12000007,London,1692,1692,0,33.8,627,2.7,513957.4171,183789.0529,POINT (513957.4171 183789.0529),34470,273475,265000,-8475,5,0.56
6,257,42.83333333,41,18.93585664,31.25,48.5,1,232,232,0,232,232,5,25,-189.17,41,-213.06,-200.75,E01001266,Ealing 006B,E02000243,Ealing 006,E09000009,Ealing,E12000007,London,1832,1832,0,25,578,3.2,515260.8431,183674.2301,POINT (515260.8431 183674.2301),36480,478000,495000,17000,6,0.52
3,265,88.33333333,70,45.36885863,62.5,105,0,0,0,0,0,0,3,265,88.33,70,45.37,62.5,E01001268,Ealing 012D,E02000249,Ealing 012,E09000009,Ealing,E12000007,London,1736,1736,0,57.1,629,2.8,514199.9901,183009.8411,POINT (514199.9901 183009.8411),37970,526250,507500,-18750,5,0.48
4,210,52.5,50,5,50,52.5,0,0,0,0,0,0,4,210,52.5,50,5,50,E01001269,Ealing 001A,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,1983,1983,0,68.1,646,3.1,515013.9675,184834.3874,POINT (515013.9675 184834.3874),36390,447500,460000,12500,7,0.51
2,127,63.5,63.5,44.54772721,47.75,79.25,0,0,0,0,0,0,2,127,63.5,63.5,44.55,47.75,E01001271,Ealing 001B,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,1804,1802,2,53.2,593,3,514578.4168,184676.8145,POINT (514578.4168 184676.8145),35900,360000,510000,150000,6,0.52
8,688,86,55,62.57338549,48.75,99.75,4,291,72.75,65.56104026,38,75.75,4,397,13.25,-10.56,24.57,-27,E01001273,Ealing 020F,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1623,1623,0,41.7,597,2.7,518911.444,181506.7799,POINT (518911.444 181506.7799),47410,789500,922500,133000,8,0.56
2,115,57.5,57.5,31.81980515,46.25,68.75,11,1160,105.4545455,155.5148634,44,88.5,-9,-1045,-47.95,-98.01,-12.18,-42.25,E01001274,Ealing 020G,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1630,1630,0,60.8,585,2.8,519232.5167,181513.2109,POINT (519232.5167 181513.2109),46220,825000,810000,-15000,9,0.54
10,1232,123.2,79,132.3537348,60,125.5,7,758,108.2857143,147.7708973,47,66.5,3,474,14.91,-68.77,85.35,-6.5,E01001275,Ealing 020H,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1901,1866,35,54.5,857,2.2,518394.9399,181351.7202,POINT (518394.9399 181351.7202),43380,533875,530000,-3875,5,0.59
4,235,58.75,55.5,35.5562934,31,83.25,3,125,41.66666667,5.507570547,38.5,43.5,1,110,17.08,49.99,-2.94,-12.5,E01001276,Ealing 011A,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1788,1788,0,49.6,651,2.7,519096.4114,183160.992,POINT (519096.4114 183160.992),37440,270636,565000,294364,5,0.5
20,1544,77.2,70,69.89887432,38,83.25,13,945,72.69230769,48.75856269,33,95,7,599,4.51,21.24,36.9,-57,E01001277,Ealing 011B,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1844,1844,0,34,668,2.8,518287.8608,182788.538,POINT (518287.8608 182788.538),40230,485000,653000,168000,6,0.54
12,421,35.08333333,33.5,10.57835125,26,38.5,7,395,56.42857143,34.88962187,35,63,5,26,-21.35,-1.39,-24.42,-37,E01001278,Ealing 011C,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1962,1962,0,43.4,801,2.4,518782.4224,182339.3748,POINT (518782.4224 182339.3748),39090,405000,497500,92500,4,0.62
2,255,127.5,127.5,130.8147545,81.25,173.75,3,220,73.33333333,53.92896562,42.5,92.5,-1,35,54.17,73.57,88.31,-11.25,E01001279,Ealing 013C,E02000250,Ealing 013,E09000009,Ealing,E12000007,London,1473,1473,0,58.2,564,2.6,517886.1259,182334.4652,POINT (517886.1259 182334.4652),51890,830000,930000,100000,9,0.47
6,1947,324.5,60,581.5750167,46.25,205,3,269,89.66666667,21.54839515,77.5,98,3,1678,234.83,38.45,504.08,-51.75,E01001280,Ealing 011D,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1740,1740,0,46.9,782,2.2,518310.8706,182011.0783,POINT (518310.8706 182011.0783),42060,557500,477500,-80000,7,0.54
8,378,47.25,40.5,29.24648941,28.5,57.5,3,253,84.33333333,41.54916766,63,104.5,5,125,-37.08,-1.05,-33.75,-76,E01001281,Ealing 013D,E02000250,Ealing 013,E09000009,Ealing,E12000007,London,1600,1533,67,55.6,625,2.5,517553.7675,182237.6876,POINT (517553.7675 182237.6876),51240,820000,790000,-30000,9,0.54
10,549,54.9,35,39.71971243,35,43.25,6,427,71.16666667,70.22369021,42,55.5,4,122,-16.27,-35.22,-2.28,-20.5,E01001282,Ealing 016B,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1557,1557,0,103.7,627,2.5,515627.2539,181942.9135,POINT (515627.2539 181942.9135),31480,440000,470000,30000,2,0.5
6,438,73,62,41.01219331,45.25,78,3,115,38.33333333,8.144527815,35.5,43,3,323,34.67,53.86,5.51,2.25,E01001283,Ealing 016C,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1595,1595,0,61.2,712,2.2,515231.9446,182005.216,POINT (515231.9446 182005.216),31160,432500,500000,67500,2,0.5
6,343,57.16666667,36,42.67278602,29,75.25,0,0,0,0,0,0,6,343,57.17,36,42.67,29,E01001284,Ealing 022A,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1539,1539,0,32.6,538,2.9,514826.0138,181684.2516,POINT (514826.0138 181684.2516),40910,572500,602500,30000,6,0.45
2,265,132.5,132.5,3.535533906,131.25,133.75,1,44,44,0,44,44,1,221,88.5,132.5,-40.46,87.25,E01001285,Ealing 016D,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1690,1627,63,79.3,562,2.9,515331.9232,181481.306,POINT (515331.9232 181481.306),34780,421750,480000,58250,4,0.44
8,413,51.625,38,27.77428153,29.75,72.5,3,209,69.66666667,17.0098011,60,76,5,204,-18.04,20.99,-32.23,-46.25,E01001288,Ealing 022B,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1498,1497,1,86.6,531,2.8,515438.8376,181045.1746,POINT (515438.8376 181045.1746),42090,475000,776250,301250,6,0.47
4,167,41.75,40.5,13.45052663,31.25,51,5,385,77,39.37638886,63,83,-1,-218,-35.25,1.12,-49.55,-51.75,E01001289,Ealing 022C,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1383,1383,0,110.3,476,2.9,515758.5877,180819.9053,POINT (515758.5877 180819.9053),42200,660000,570000,-90000,6,0.52
6,361,60.16666667,45.5,40.50884677,33,67.75,9,594,66,17.9791546,57,73,-3,-233,-5.83,27.52,-16.49,-40,E01001290,Ealing 022D,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1856,1856,0,36.6,738,2.5,515050.5474,180722.695,POINT (515050.5474 180722.695),40800,425000,736250,311250,7,0.56
2,70,35,35,0,35,35,0,0,0,0,0,0,2,70,35,35,0,35,E01001291,Ealing 014C,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,1642,1642,0,99.1,495,3.3,513389.2494,182273.2657,POINT (513389.2494 182273.2657),34430,400000,450000,50000,5,0.49
5,415,83,60,60.37383539,35,120,1,151,151,0,151,151,4,264,-68,60,-90.63,-116,E01001299,Ealing 035B,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,1833,1833,0,80.4,651,2.8,516402.0495,179135.2052,POINT (516402.0495 179135.2052),47040,835000,820000,-15000,9,0.52
4,212,53,41,37.03151811,27.25,66.75,7,421,60.14285714,23.46222902,44.5,73,-3,-209,-7.14,17.54,-7.47,-45.75,E01001300,Ealing 039A,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1692,1688,4,123,608,2.8,517416.8728,179046.904,POINT (517416.8728 179046.904),49010,870000,795000,-75000,8,0.53
11,881,80.09090909,66,49.30000922,39,115.5,3,106,35.33333333,4.163331999,33,37,8,775,44.76,61.84,16.3,2,E01001301,Ealing 039B,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1782,1523,259,70.9,707,2.2,517859.7968,178933.7484,POINT (517859.7968 178933.7484),42460,470000,445250,-24750,5,0.59
19,1669,87.84210526,40,108.927225,29.5,99.5,11,723,65.72727273,37.75735931,34.5,92,8,946,22.11,2.24,74.43,-62.5,E01001302,Ealing 039C,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1621,1621,0,48.1,614,2.6,516963.4486,178840.7412,POINT (516963.4486 178840.7412),45980,724250,745000,20750,7,0.55
20,1143,57.15,44.5,42.68646402,35.5,66,12,888,74,73.93363117,43,71.5,8,255,-16.85,-29.43,-0.31,-36,E01001303,Ealing 032A,E02000269,Ealing 032,E09000009,Ealing,E12000007,London,1639,1639,0,102,624,2.6,517321.6469,179330.2034,POINT (517321.6469 179330.2034),50000,874975,820000,-54975,8,0.55
7,833,119,88,70.9365914,77.5,147.5,4,466,116.5,76.53103945,85,135.5,3,367,2.5,11.47,-14.06,-58,E01001304,Ealing 039D,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1627,1627,0,140.6,705,2.3,517447.5834,178610.1973,POINT (517447.5834 178610.1973),44760,502500,597500,95000,7,0.56
2,650,325,325,247.4873734,237.5,412.5,4,643,160.75,220.5755728,50.75,170,-2,7,164.25,104.42,196.74,67.5,E01001305,Ealing 035C,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,1716,1716,0,113.9,634,2.7,516273.6554,179523.2792,POINT (516273.6554 179523.2792),48490,679000,830000,151000,9,0.54
7,513,73.28571429,50,47.56299081,34,120,7,450,64.28571429,29.50544744,44.5,76,0,63,9,20.49,3.06,-42,E01001306,Ealing 035D,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,1607,1607,0,104.6,713,2.3,516693.9865,179341.9924,POINT (516693.9865 179341.9924),47540,640000,705000,65000,9,0.53
4,139,34.75,32.5,12.94539815,24,43.25,3,365,121.6666667,102.4418534,63,157.5,1,-226,-86.92,-69.94,-50.05,-133.5,E01001307,Ealing 002A,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,1833,1833,0,32,633,2.9,515546.9335,184555.6143,POINT (515546.9335 184555.6143),37930,472500,486000,13500,8,0.49
7,450,64.28571429,60,34.08183429,47.5,71,2,259,129.5,129.400541,83.75,175.25,5,191,-65.21,-69.4,-49.67,-127.75,E01001308,Ealing 002B,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,2042,2042,0,18.4,679,3,516536.85,184369.9774,POINT (516536.85 184369.9774),38280,287500,598500,311000,7,0.5
4,103,25.75,23,10.04572878,20,28.75,0,0,0,0,0,0,4,103,25.75,23,10.05,20,E01001310,Ealing 001D,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,1801,1789,12,75.8,663,2.7,514018.8051,185416.9447,POINT (514018.8051 185416.9447),36620,253000,320000,67000,5,0.48
6,213,35.5,39,10.94988584,27.5,40,3,106,35.33333333,8.082903769,31,39,3,107,0.17,30.92,-20.05,-11.5,E01001311,Ealing 001E,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,2082,1977,105,64.8,663,3,514942.2977,185337.8774,POINT (514942.2977 185337.8774),33020,380500,390000,9500,3,0.51
5,240,48,50,16.59819267,39,55,2,114,57,35.35533906,44.5,69.5,3,126,-9,14.64,-27.9,-30.5,E01001312,Ealing 002C,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,1839,1839,0,89.7,590,3.1,515532.7106,185249.6075,POINT (515532.7106 185249.6075),36980,453750,525000,71250,6,0.48
2,82,41,41,19.79898987,34,48,3,5212,1737.333333,2873.264056,78.5,2577.5,-1,-5130,-1696.33,-2832.26,-58.7,-2543.5,E01001313,Ealing 002D,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,1701,1701,0,98.4,516,3.3,516238.5333,185076.3758,POINT (516238.5333 185076.3758),37820,410000,477500,67500,7,0.45
3,195,65,70,27.83882181,52.5,80,1,38,38,0,38,38,2,157,27,70,-10.16,14.5,E01001317,Ealing 003C,E02000240,Ealing 003,E09000009,Ealing,E12000007,London,1862,1862,0,55.2,686,2.7,512748.7853,184902.752,POINT (512748.7853 184902.752),31600,387500,390000,2500,4,0.57
2,66,33,33,21.21320344,25.5,40.5,0,0,0,0,0,0,2,66,33,33,21.21,25.5,E01001322,Ealing 004C,E02000241,Ealing 004,E09000009,Ealing,E12000007,London,1692,1692,0,31,627,2.7,513422.3167,184214.1554,POINT (513422.3167 184214.1554),35400,330000,475000,145000,4,0.51
6,401,66.83333333,64,38.40008681,52.5,69.5,0,0,0,0,0,0,6,401,66.83,64,38.4,52.5,E01001326,Ealing 008C,E02000245,Ealing 008,E09000009,Ealing,E12000007,London,1719,1719,0,23.2,674,2.6,511810.1156,183976.5832,POINT (511810.1156 183976.5832),29370,300000,375000,75000,3,0.53
